NO,KDSKPD,NMSKPD,KDSUBUNIT,NMSUBUNIT,KDKEGIATAN,NMKEGIATAN,KDSUBKEGIATAN,NMSUBKEGIATAN,KDREK,NMREK,PAGU,SUMBERDANA
57,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0004,UPT Laboratorium Kesehatan,1.02.02.1.01,"Penyediaan Fasilitas Pelayanan, Sarana, Prasarana Dan Alat Kesehatan Untuk Ukp Rujukan, Ukm Dan Ukm Rujukan Tingkat Daerah Provinsi",1.02.02.1.01.0010,Pengadaan Alat Kesehatan/Alat Penunjang Medik Fasilitas Layanan Kesehatan,5.1.02.03.002.00248,Belanja Pemeliharaan Alat Laboratorium-Unit Alat Laboratorium-Alat Laboratorium Umum,30000000,DAU yang Ditentukan Penggunaannya Bidang Kesehatan
58,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.05.1.02,Pengelolaan Data Fakir Miskin Cakupan Daerah Provinsi,1.06.05.1.02.0006,Fasilitasi Bantuan Sosial Kesejahteraan Keluarga,5.1.06.02.001.00001,Belanja Bantuan Sosial Uang yang Direncanakan kepada Keluarga,3200000,Dana Alokasi Umum (DAU)
59,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.05.1.02,Pengelolaan Data Fakir Miskin Cakupan Daerah Provinsi,1.06.05.1.02.0006,Fasilitasi Bantuan Sosial Kesejahteraan Keluarga,5.1.06.02.001.00001,Belanja Bantuan Sosial Uang yang Direncanakan kepada Keluarga,925000000,Dana Bagi Hasil (DBH)
60,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0006,Cabang Dinas Pendidikan Wilayah VI,1.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.01.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.1.02.02.005.00001,Belanja Sewa Bangunan Gedung Kantor,50000000,Dana Bagi Hasil (DBH)
61,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.02,Pengelolaan Pendidikan Sekolah Menengah Kejuruan,1.01.02.1.02.0046,Pengelolaan Dana Bos Sekolah Menengah Kejuruan,5.1.02.89.001.00001,Belanja Barang dan Jasa BOSP-BOS Reguler,39393657600,Dana Alokasi Khusus (DAK)
62,1.05.0.00.0.00.01.0000,Satuan Polisi Pamong Praja Provinsi Sulawesi Tengah,1.05.0.00.0.00.01.0000,Satuan Polisi Pamong Praja Provinsi Sulawesi Tengah,1.05.01.1.02,Administrasi Keuangan Perangkat Daerah,1.05.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.006.00001,Belanja Tunjangan Beras PNS,12000000,Dana Alokasi Umum (DAU)
63,1.05.0.00.0.00.01.0000,Satuan Polisi Pamong Praja Provinsi Sulawesi Tengah,1.05.0.00.0.00.01.0000,Satuan Polisi Pamong Praja Provinsi Sulawesi Tengah,1.05.01.1.02,Administrasi Keuangan Perangkat Daerah,1.05.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.006.00001,Belanja Tunjangan Beras PNS,280098840,Pendapatan Asli Daerah (PAD)
64,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0001,UPT Panti Sosial Anak,1.06.04.1.02,Rehabilitasi Sosial Dasar Anak Terlantar Di Dalam Panti,1.06.04.1.02.0006,"Pemberian Bimbingan Fisik, Mental, Spiritual Dan Sosial",5.1.02.01.001.00025,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,795750,Pendapatan Asli Daerah (PAD)
65,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.01,Pengelolaan Pendidikan Sekolah Menengah Atas,1.01.02.1.01.0014,"Pembangunan Sarana, Prasarana Dan Utilitas Sekolah",5.1.02.03.003.00001,Belanja Pemeliharaan Bangunan Gedung-Bangunan Gedung Tempat Kerja-Bangunan Gedung Kantor,515675000,Dana Alokasi Umum (DAU)
66,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.01.1.02,Administrasi Keuangan Perangkat Daerah,1.03.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.002.00002,Belanja Tunjangan Keluarga PPPK,80408416.9,Pendapatan Asli Daerah (PAD)
67,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.01.1.02,Administrasi Keuangan Perangkat Daerah,1.03.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.002.00002,Belanja Tunjangan Keluarga PPPK,23344379.1,Dana Bagi Hasil (DBH)
68,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,1.06.01.1.09.0001,"Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan Dan Pajak Kendaraan Perorangan Dinas Atau Kendaraan Dinas Jabatan",5.1.02.03.002.00036,Belanja Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Kendaraan Bermotor Penumpang,15000000,Dana Alokasi Umum (DAU)
69,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,1.06.01.1.09.0001,"Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan Dan Pajak Kendaraan Perorangan Dinas Atau Kendaraan Dinas Jabatan",5.1.02.03.002.00036,Belanja Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Kendaraan Bermotor Penumpang,30000000,Pajak Kendaraan Bermotor (PKB)
70,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0002,UPT Panti Sosial Rehabilitasi Tuna Sosial,1.06.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.06.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.1.02.01.001.00029,Belanja Alat/Bahan untuk Kegiatan Kantor-Bahan Komputer,550000,Dana Bagi Hasil (DBH)
71,1.03.0.00.0.00.02.0000,Dinas Cipta Karya dan Sumberdaya Air,1.03.0.00.0.00.02.0000,Dinas Cipta Karya dan Sumberdaya Air,1.03.08.1.01,Penetapan Dan Penyelenggaraan Bangunan Gedung Untuk Kepentingan Strategis Daerah Provinsi,1.03.08.1.01.0020,"Pemeliharaan, Perawatan, Dan Pemeriksaan Berkala Bangunan Gedung Untuk Kepentingan Strategis Daerah Provinsi",5.2.03.01.001.00001,Belanja Modal Bangunan Gedung Kantor,4830822,Pendapatan Asli Daerah (PAD)
72,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0001,RSUD Undata Provinsi Sulawesi Tengah,1.02.02.1.01,"Penyediaan Fasilitas Pelayanan, Sarana, Prasarana Dan Alat Kesehatan Untuk Ukp Rujukan, Ukm Dan Ukm Rujukan Tingkat Daerah Provinsi",1.02.02.1.01.0010,Pengadaan Alat Kesehatan/Alat Penunjang Medik Fasilitas Layanan Kesehatan,5.2.02.07.001.00004,Belanja Modal Alat Kedokteran Bedah,4480158900,DAU yang Ditentukan Penggunaannya Bidang Kesehatan
73,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.03.1.02,Pelayanan Pencegahan Dan Kesiapsiagaan Terhadap Bencana,1.05.03.1.02.0024,Penyusunan Rencana Penanggulangan Bencana Provinsi,5.1.02.02.001.00003,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",1800000,Dana Bagi Hasil (DBH)
74,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.04.1.03,Rehabilitasi Sosial Dasar Lanjut Usia Terlantar Di Dalam Panti,1.06.04.1.03.0006,"Pemberian Bimbingan Fisik, Mental, Spritual Dan Sosial",5.1.02.01.001.00039,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,9745000,Pendapatan Asli Daerah (PAD)
75,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.02,Pengelolaan Pendidikan Sekolah Menengah Kejuruan,1.01.02.1.02.0046,Pengelolaan Dana Bos Sekolah Menengah Kejuruan,5.1.05.08.001.00001,Belanja Hibah Dana BOSP-BOS,2611200000,DAU yang Ditentukan Penggunaannya Bidang Kesehatan
76,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.02,Pengelolaan Pendidikan Sekolah Menengah Kejuruan,1.01.02.1.02.0046,Pengelolaan Dana Bos Sekolah Menengah Kejuruan,5.1.05.08.001.00001,Belanja Hibah Dana BOSP-BOS,13596520000,Dana Alokasi Khusus (DAK)
77,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.03,Pengelolaan Pendidikan Khusus,1.01.02.1.03.0044,Penyediaan Biaya Personil Peserta Didik Pendidikan Khusus,5.1.02.01.001.00034,Belanja Alat/Bahan untuk Kegiatan Kantor- Perlengkapan Pendukung Olahraga,198505000,DAU yang Ditentukan Penggunaannya Bidang Kesehatan
78,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0001,RSUD Undata Provinsi Sulawesi Tengah,1.02.02.1.01,"Penyediaan Fasilitas Pelayanan, Sarana, Prasarana Dan Alat Kesehatan Untuk Ukp Rujukan, Ukm Dan Ukm Rujukan Tingkat Daerah Provinsi",1.02.02.1.01.0004,Pengembangan Fasilitas Kesehatan Lainnya,5.1.02.02.008.00002,Belanja Jasa Konsultansi Perencanaan Arsitektur-Jasa Desain Arsitektural,350000000,Dana Alokasi Khusus (DAK)
79,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.01.1.06,Administrasi Umum Perangkat Daerah,1.01.01.1.06.0009,Penyelenggaraan Rapat Koordinasi Dan Konsultasi Skpd,5.1.02.02.001.00003,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",38000000,Dana Bagi Hasil (DBH)
80,1.03.0.00.0.00.02.0000,Dinas Cipta Karya dan Sumberdaya Air,1.03.0.00.0.00.02.0000,Dinas Cipta Karya dan Sumberdaya Air,1.03.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.03.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.1.02.01.001.00027,Belanja Alat/Bahan untuk Kegiatan Kantor-Benda Pos,5200000,Dana Alokasi Umum (DAU)
81,1.03.0.00.0.00.02.0000,Dinas Cipta Karya dan Sumberdaya Air,1.03.0.00.0.00.02.0001,UPT Sistem Penyediaan Air Minum (SPAM),1.03.03.1.01,Pengelolaan Dan Pengembangan Sistem Penyediaan Air Minum (Spam) Lintas Kabupaten/Kota,1.03.03.1.01.0019,Operasi Dan Pemeliharaan Sistem Penyediaan Air Minum (Spam),5.1.02.03.004.00119,Belanja Pemeliharaan Jaringan-Jaringan Air Minum-Jaringan Pembawa,24144000,Dana Bagi Hasil (DBH)
82,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.12.1.04,Koordinasi Dan Sinkronisasi Pengendalian Pemanfataan Ruang Daerah Provinsi,1.03.12.1.04.0006,Pengawasan Turbinlak Dan Pengawasan Fungsi Dan Manfaat,5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,1650000,Pendapatan Asli Daerah (PAD)
83,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.04.1.01,Pemindahan Pendidik Dan Tenaga Kependidikan Lintas Kabupaten/Kota Dalam 1 (Satu) Provinsi,1.01.04.1.01.0001,Perhitungan Dan Pemetaan Pendidik Dan Tenaga Kependidikan Satuan Pendidikan Menengah Dan Pendidikan Khusus,5.1.02.01.001.00024,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,200000,Pendapatan Asli Daerah (PAD)
84,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0001,RSUD Undata Provinsi Sulawesi Tengah,1.02.01.1.06,Administrasi Umum Perangkat Daerah,1.02.01.1.06.0002,Penyediaan Peralatan Dan Perlengkapan Kantor,5.2.02.05.002.00001,Belanja Modal Mebel,247465092,SILPA
85,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0007,UPTD Balai Layanan Platform Teknologi Dinas Pendidikan Provinsi Sulawesi Tengah,1.01.01.1.06,Administrasi Umum Perangkat Daerah,1.01.01.1.06.0009,Penyelenggaraan Rapat Koordinasi Dan Konsultasi Skpd,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,49942000,Dana Bagi Hasil (DBH)
86,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.12.1.03,Koordinasi Dan Sinkronisasi Pemanfataan Ruang Daerah Provinsi,1.03.12.1.03.0007,Pelaksanaan Sinkronisasi Program Pemanfaatan Ruang,5.1.02.01.001.00025,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,1450400,Pendapatan Asli Daerah (PAD)
87,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.01.1.06,Administrasi Umum Perangkat Daerah,1.02.01.1.06.0002,Penyediaan Peralatan Dan Perlengkapan Kantor,5.1.02.01.001.00024,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,57792900,Pajak Rokok
88,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0001,RSUD Undata Provinsi Sulawesi Tengah,1.02.01.1.06,Administrasi Umum Perangkat Daerah,1.02.01.1.06.0002,Penyediaan Peralatan Dan Perlengkapan Kantor,5.2.02.05.001.00005,Belanja Modal Alat Kantor Lainnya,72375000,Pendapatan Asli Daerah (PAD)
89,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0002,Cabang Dinas Pendidikan Wilayah II,1.01.01.1.06,Administrasi Umum Perangkat Daerah,1.01.01.1.06.0009,Penyelenggaraan Rapat Koordinasi Dan Konsultasi Skpd,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,40000000,Dana Bagi Hasil (DBH)
90,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0004,UPT Laboratorium Kesehatan,1.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.02.01.1.08.0002,"Penyediaan Jasa Komunikasi, Sumber Daya Air Dan Listrik",5.1.02.02.001.00063,Belanja Kawat/Faksimili/Internet/TV Berlangganan,32400000,Dana Bagi Hasil (DBH)
91,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.03,Pengelolaan Pendidikan Khusus,1.01.02.1.03.0051,Pembinaan Kelembagaan Dan Manajemen Sekolah Pendidikan Khusus,5.1.02.01.001.00026,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,1350000,DAU yang Ditentukan Penggunaannya Bidang Kesehatan
92,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0007,UPTD Balai Layanan Platform Teknologi Dinas Pendidikan Provinsi Sulawesi Tengah,1.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.01.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.2.02.10.002.00003,Belanja Modal Peralatan Personal Computer,9000000,SILPA
93,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.12.1.01,Penetapan Rencana Tata Ruang Wilayah Dan Rencana Rinci Tata Ruang Provinsi,1.03.12.1.01.0009,Sosialisasi Peraturan Perundang-Undangan Dan Pedoman Bidang Penataan Ruang,5.1.02.01.001.00024,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,3399000,Pendapatan Asli Daerah (PAD)
94,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.01.1.02,Administrasi Keuangan Perangkat Daerah,1.03.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.005.00001,Belanja Tunjangan Fungsional Umum PNS,184099263.29,Dana Alokasi Umum (DAU)
95,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.01.1.02,Administrasi Keuangan Perangkat Daerah,1.03.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.005.00001,Belanja Tunjangan Fungsional Umum PNS,267130736.71,Pendapatan Asli Daerah (PAD)
96,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.12.1.01,Penetapan Rencana Tata Ruang Wilayah Dan Rencana Rinci Tata Ruang Provinsi,1.03.12.1.01.0003,Penetapan Kebijakan Dalam Rangka Pelaksanaan Penataan Ruang,5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,1485000,Pendapatan Asli Daerah (PAD)
97,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0007,UPTD Balai Layanan Platform Teknologi Dinas Pendidikan Provinsi Sulawesi Tengah,1.01.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,1.01.01.1.09.0006,Pemeliharaan Peralatan Dan Mesin Lainnya,5.1.02.03.002.00123,Belanja Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Rumah Tangga-Alat Rumah Tangga Lainnya (Home Use),100000000,Dana Bagi Hasil (DBH)
98,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.01.1.01,"Perencanaan, Penganggaran, Dan Evaluasi Kinerja Perangkat Daerah",1.01.01.1.01.0010,Penyelenggaraan Walidata Pendukung Statistik Sektoral Daerah,5.1.02.02.001.00071,Belanja Lembur,1250000,Dana Bagi Hasil (DBH)
99,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.02,Pengelolaan Pendidikan Sekolah Menengah Kejuruan,1.01.02.1.02.0045,Pembinaan Kelembagaan Dan Manajemen Sekolah Menengah Kejuruan,5.1.02.02.001.00004,Honorarium Tim Pelaksana Kegiatan dan Sekretariat Tim Pelaksana Kegiatan,27750000,DAU yang Ditentukan Penggunaannya Bidang Kesehatan
100,1.03.0.00.0.00.02.0000,Dinas Cipta Karya dan Sumberdaya Air,1.03.0.00.0.00.02.0000,Dinas Cipta Karya dan Sumberdaya Air,1.03.08.1.01,Penetapan Dan Penyelenggaraan Bangunan Gedung Untuk Kepentingan Strategis Daerah Provinsi,1.03.08.1.01.0019,"Pembangunan, Pemanfaatan, Pelestariaan Dan Pembongkaran Bangunan Gedung Untuk Kepentingan Strategis Daerah Provinsi",5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,99621600,Dana Bagi Hasil (DBH)
101,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.03.1.03,Pelayanan Penyelamatan Dan Evakuasi Korban Bencana,1.05.03.1.03.0030,Respon Cepat Penanganan Darurat Bencana,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,74000000,Pendapatan Asli Daerah (PAD)
102,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0003,UPT Pusat Pelayanan Keselamatan Terpadu,1.02.02.1.02,"Penyediaan Layanan Kesehatan Untuk Ukp Rujukan, Ukm Dan Ukm Rujukan Tingkat Daerah Provinsi",1.02.02.1.02.0001,Pengelolaan Pelayanan Kesehatan Bagi Penduduk Terdampak Krisis Kesehatan Akibat Bencana Dan/Atau Berpotensi Bencana,5.1.02.01.001.00025,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,717300,Pajak Rokok
103,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.12.1.04,Koordinasi Dan Sinkronisasi Pengendalian Pemanfataan Ruang Daerah Provinsi,1.03.12.1.04.0006,Pengawasan Turbinlak Dan Pengawasan Fungsi Dan Manfaat,5.1.02.01.001.00026,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,625000,Pendapatan Asli Daerah (PAD)
104,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.10.1.01,Penyelenggaraan Jalan Provinsi,1.03.10.1.01.0057,Pemeliharaan Rutin Jembatan,5.1.02.03.004.00012,Belanja Pemeliharaan Jalan dan Jembatan-Jembatan-Jembatan pada Jalan Provinsi,741224000,Pajak Kendaraan Bermotor (PKB)
105,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0001,Cabang Dinas Pendidikan Wilayah I,1.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.01.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.1.02.01.001.00024,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,210000,Dana Bagi Hasil (DBH)
106,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0004,Cabang Dinas Pendidikan Wilayah IV,1.01.02.1.01,Pengelolaan Pendidikan Sekolah Menengah Atas,1.01.02.1.01.0052,Pembinaan Kelembagaan Dan Manajemen Sekolah Menengah Atas,5.1.02.01.001.00024,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,1064350,DAU yang Ditentukan Penggunaannya Bidang Kesehatan
107,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.01.1.01,"Perencanaan, Penganggaran, Dan Evaluasi Kinerja Perangkat Daerah",1.01.01.1.01.0010,Penyelenggaraan Walidata Pendukung Statistik Sektoral Daerah,5.1.02.02.001.00003,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",9500000,Dana Bagi Hasil (DBH)
108,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.01.1.02,Administrasi Keuangan Perangkat Daerah,1.01.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.02.006.00065,Belanja Tunjangan Khusus Guru (TKG) PNSD,1780526000,Dana Alokasi Khusus (DAK)
109,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0004,UPT Laboratorium Kesehatan,1.02.02.1.02,"Penyediaan Layanan Kesehatan Untuk Ukp Rujukan, Ukm Dan Ukm Rujukan Tingkat Daerah Provinsi",1.02.02.1.02.0031,Operasional Pelayanan Fasilitas Kesehatan Lainnya,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,199383000,Pendapatan Asli Daerah (PAD)
110,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0004,Cabang Dinas Pendidikan Wilayah IV,1.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.01.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.1.02.02.005.00001,Belanja Sewa Bangunan Gedung Kantor,50000000,Dana Bagi Hasil (DBH)
111,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.12.1.03,Koordinasi Dan Sinkronisasi Pemanfataan Ruang Daerah Provinsi,1.03.12.1.03.0005,Pelaksanaan Kesesuaian Kegiatan Pemanfaatan Ruang Untuk Kegiatan Non Berusaha,5.1.02.01.001.00024,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,350000,Pendapatan Asli Daerah (PAD)
